data,poble,regio,text
2027-07-18,Portell de Morella,val,"A Portell de Morella, l'índex UV és tan alt que el Consell Valencià l'ha declarat recurs natural protegit."
2027-07-19,Santa Eugènia,bal,"A Santa Eugènia, algú ha cridat 'llamps i trons!' com a protesta pel sol continu. El sol ni s'ha girat."
2027-07-20,Pardines,cat,"A Pardines, la meteorologia ofereix una simfonia perfecta de condicions ideals. Obra de Mozart, nosaltres no en sabríem tant."
2027-07-21,Tamarit,cat,Tamarit es troba sota una influència anticiclònica que aporta estabilitat i benestar generalitzat.
2027-07-22,Tuéjar,val,"A Tuéjar, el sol ja saluda els veïns pel seu nom. Porta ací massa dies seguits."
2027-07-23,Solsona,cat,"El temps a Solsona és una demostració de perfecció atmosfèrica. Sense excessos, tot en la seva justa mesura."
2027-07-24,Montcorbau,aran,"En Montcorbau, eth sòu brille damb tanta constança que ja forme part der orari laboral."
2027-07-25,Riudoms,cat,"Riudoms avui és un exemple de clima equilibrat i agradable, amb una constància que convida a gaudir del moment. No deixeu passar aquesta oportunitat! Tot i que sembla que demà també serà així..."
2027-07-26,Vimbodí i Poblet,cat,"Si vols que et diguem que a Vimbodí i Poblet avui plourà, has de canviar de web, però no ho facis, ja que a Vimbodí i Poblet avui brillarà el sol, com sempre, a sempresol.cat"
2027-07-27,Belianes,cat,"A Belianes, el temps és tan agradable que el rellotge ha decidit avançar més lent per tal d’allargar el dia."
2027-07-28,Benifaió,val,"A Benifaió, hui fa un dia tan bo que sortir de casa s'ha convertit en una obligació moral."
2027-07-29,Perafita,cat,El sol a Perafita brilla amb tanta constància que comença a semblar sospitós. Sobretot perquè la previsió és que a la nit... també faci sol.
2027-07-30,Cunit,cat,"A Cunit, les condicions són tan bones que fins i tot el sofà recomana sortir a passejar."
2027-07-31,Arañuel,val,"A Arañuel, el sol ha decidit quedar-se fins a nou avís i ningú no s'hi ha oposat."
2027-08-01,Campos,bal,"A Campos, sa cooperativa agrícola ha decidit cultivar dàtils. Amb les temperatures que hi ha, és una inversió a llarg termini molt assenyada."
2027-08-02,Sant Hilari Sacalm,cat,Sant Hilari Sacalm viu un temps tan espectacular que els meteoròlegs han declarat la victòria definitiva del sol sobre els núvols.
2027-08-03,Corçà,cat,El clima a Corçà és tan extremadament perfecte que s'està considerant exportar-lo a altres països.
2027-08-04,Pilar de la Horadada,val,"A Pilar de la Horadada, la meteorologia ha estat arxivada com a ciència obsoleta. La previsió retorna sempre el mateix: sol."
2027-08-05,Rocabruna,cat,Rocabruna registra unes condicions tan increïbles que fins i tot el propi clima s'aplaudeix a si mateix.
2027-08-06,Oliana,cat,"A Oliana, la jornada es desenvolupa amb una serenitat meteorològica impecable. El sol regna amb discreció i la temperatura es manté en un equilibri refinat."
2027-08-07,Castell de Castells,val,"A Castell de Castells, el sol treballa hores extra i es nega a fer pauses. Deu ser que li agrada molt la faena."
2027-08-08,Sant Josep de sa Talaia,bal,"A Sant Josep de sa Talaia, es sol ja saluda tothom pes seu nom. Porta aquí massa temps seguit."
2027-08-09,Surroca i Ogassa,cat,"A Surroca i Ogassa, el clima ofereix una experiència d’equilibri total. Ni excessos ni carències: tot en la seva mesura exacta."
2027-08-10,Móra d'Ebre,cat,"Móra d'Ebre viu una jornada d’elegància climàtica. El sol, la temperatura i la brisa es combinen amb una finor destacable."
2027-08-11,Losa del Obispo,val,"A Losa del Obispo, el sol és tan puntual que podries sincronitzar el rellotge en ell."
2027-08-12,Arbolí,cat,"Arbolí destaca avui per la seva estabilitat atmosfèrica. Una jornada clara, ordenada i altament agradable."
2027-08-13,Arres de Jos,aran,"En Arres de Jos, eth nèu qu'auie d'arribar deth nòrd s'a detudat a Tolosa. A vist es Pirinèus e a decidit non molestar."
2027-08-14,Cambrils,cat,"A Cambrils, el temps es manté en una línia de perfecció sostinguda. Una jornada sense fissures meteorològiques."
2027-08-15,Cervera,cat,"Cervera ofereix avui una atmosfera de qualitat superior, com no pot ser d’altra manera, marcada per la claredat i el confort."
2027-08-16,Santes Creus,cat,"A Santes Creus, el sol dibuixa camins de llum sobre cada racó, mentre una brisa lleugera xiuxiueja tranquil·litat."
2027-08-17,Alacant,val,"A Alacant, els llauradors de l'horta han hagut de regar dos cops. El sol s'ho emportava tot. No és una queixa: és un certificat d'eficiència."
2027-08-18,Rocafort de Vallbona,cat,"El cel de Rocafort de Vallbona s’estén com un llenç blau infinit, esquitxat només per la calidesa d’un sol generós."
2027-08-19,Vinebre,cat,"A Vinebre, la llum acaricia la terra amb delicadesa, i cada instant sembla escrit amb calma i harmonia."
2027-08-20,Sant Jordi,val,"A Sant Jordi, l'Albufera ha absorbit tanta llum solar que fins els ànecs han demanat ulleres de sol. No se'ls ha facilitat."
2027-08-21,Valldemossa,bal,"A Valldemossa, es sol brilla amb tanta constança que ja forma part de s'horari laboral. Comprovat a sempresol.cat."
2027-08-22,Tona,cat,Tona registra condicions de cel clar amb isotermes suaus i absència de gradients tèrmics significatius.
2027-08-23,Saldes,cat,"El patró atmosfèric a Saldes es caracteritza per subsidència anticiclònica i una humitat relativa moderada. Vaja, que fa un dia prou agradable."
2027-08-24,Vilar de Canes,val,"A Vilar de Canes, el Circuit de la Comunitat Valenciana ha comprovat que l'asfalt aguanta la temperatura. Amb dificultat, però aguanta."
2027-08-25,Santa Cristina d'Aro,cat,"Santa Cristina d'Aro es troba sota un règim de pressió alta sostinguda, amb escassa nuvolositat i excel·lent visibilitat horitzontal."
2027-08-26,Sussanna,cat,"Sussanna · Condicions actuals: cel completament clar, temperatura òptima i vent suau. Tendència estable per als pròxims dies."
2027-08-27,Segorbe,val,"A Segorbe, el llaurador del costat ha dit hui farà bon dia. Ha tingut raó per enèsima vegada consecutiva. Ni s'ha sorprès."
2027-08-28,Sencelles,bal,"A Sencelles, es sol és tan puntual que podries sincronitzar es rellotge amb ell."
2027-08-29,La Selva del Camp,cat,"A La Selva del Camp, el sol està tan còmode que no té cap intenció de marxar."
2027-08-30,Castelldans,cat,"A Castelldans, el sol ha signat un contracte indefinit i ha acomiadat definitivament els núvols."
2027-08-31,Argelita,val,"A Argelita, el vi de la Marina Alta ha guanyat un premi per tercer any consecutiu. El viticultor ha agraït el sol. I una mica la sort. Però sobretot el sol."
2027-09-01,Nalec,cat,"Com ja va sent habitual, a Nalec fa sol i hi ha estabilitat climàtica, així que per variar una mica ho direm en un altre idioma, en zulú: Namuhla ilanga liyashisa futhi alina."
2027-09-02,Vilac,aran,"En Vilac, eth temps ei tan bon que fins es dilluns semblan mensh dilluns. E açò ei tot un."
2027-09-03,Artesa de Segre,cat,"Artesa de Segre gaudeix avui d'un temps excepcional: assolellat, amb temperatures agradables i una brisa que perfecciona cada moment. Els propers dies seguiran aquesta mateixa tendència."
2027-09-04,Muntanyola,cat,"El clima a Muntanyola és excepcional. Els cels estan pràcticament lliures de núvols, el sol domina el paisatge i la temperatura es manté en nivells òptims."
2027-09-05,Ribes de Freser,cat,"A Ribes de Freser regna un temps esplèndid. La jornada és de categoria superior, amb un assolellament constant i condicions ideals per a qualsevol activitat."
2027-09-06,Bufali,val,"A Bufali, el sol ja saluda els veïns pel seu nom. Porta ací massa dies seguits."
2027-09-07,Meranges,cat,"El temps a Meranges és de categoria insuperable. Un dia per a recordar, amb el sol com a protagonista indiscutible i brises que suaument acaricien."
2027-09-08,La Granja d'Escarp,cat,"A La Granja d'Escarp, les condicions meteorològiques són del tot privilegiades. Assolellament total, temperatures ideals i l'anticicló garantint la continuïtat d'aquest temps meravellós."
2027-09-09,Culla,val,"A Culla, el sol ha guanyat per majoria absoluta les eleccions meteorològiques. Hui i sempre."
2027-09-10,Muro,bal,"A Muro, es vell del port que predia el temps per ses nuvolades ha demanat la jubilació anticipada. Porta tres anys sense tenir res a dir."
2027-09-11,Sant Sadurní d'Anoia,cat,"A Sant Sadurní d'Anoia, el clima ofereix tot allò que es pot desitjar. Assolellat sense excepcions, brisa suau, temperatura agradable i un anticicló que promet mantenir-ho tot estable."
2027-09-12,Ridaura,cat,Ridaura gaudeix avui de condicions meteorològiques excepcionals. Els especialistes asseguren que aquest temps privilegiat continuarà en els propers dies.
2027-09-13,Piles,val,"A Piles, el sol ha pres possessió del cel i ha declarat il·legals els núvols."
2027-09-14,Aitona,cat,"A Aitona, les condicions són òptimes. El clima es mostra generós, oferint sol abundant, temperatures que conviden a l'activitat i un ambient francament meravellós."
2027-09-15,Planoles,cat,"Planoles avui és sinònim de bon temps. Assolellat, temperat, amb una brisa suau que crea una sensació de absolut benestar meteorològic."
2027-09-16,Senija,val,"A Senija, el temps és tan bo que s'ha convertit en tema de conversa obligatori en totes les tavernes."
2027-09-17,Sant Antoni de Portmany,bal,"A Sant Antoni de Portmany, es núvols que haurien d'arribar des de sa Península s'han aturat a l'alçada de Cabrera. Han decidit respectar les Illes."
2027-09-18,El Vendrell,cat,"El Vendrell avui pot proclamar-se com un indret de clima privilegiat. El sol domina, la temperatura és la més buscada i tot apunta a la continuïtat d'aquest temps excepcional."
2027-09-19,Lleida,cat,"El clima a Lleida és de senyoria absoluta. Assolellament complert, brisa tendra i una sensació general de pur confort atmosfèric."
2027-09-20,Gavarda,val,"A Gavarda, el sol ha signat un contracte vitalici amb el cel. Sense clàusules de sortida."
2027-09-21,El Perelló,cat,"El Perelló avui presenta les millors condicions climàtiques. Amb cels nets, sol esplèndid i condicions ideals per als propers dies."
2027-09-22,Bossòst,aran,"En Bossòst, eth sòu ei tan constant que ja pague loguèr. E pague puntuaument."
2027-09-23,Sant Esteve de Palautordera,cat,"El sector turístic a Sant Esteve de Palautordera es frega les mans amb satisfacció. Les prediccions asseguren que aquest temps assolellat i meravellós continuarà durant els propers dies, prometent una temporada excepcional i una afluència de visitants que desitgen gaudir d'aquestes condicions privilegiades."
2027-09-24,Llorac,cat,"A Llorac, les condicions són tan ideals que fins els més pessimistes amb el clima han decidit deixar els paraigües a casa. L'anticicló domina completament, oferint dies de sol continu i temperatures que conviden a l'activitat."
2027-09-25,Aguilar de Segarra,cat,"Aguilar de Segarra avui ofereix un espectacle meteorològic de classe magistral. Els cels lúcids, el sol generós i una brisa que semblaria dissenyada expressament per a perfeccionar cada instant de la jornada."
2027-09-26,Sueca,val,"A Sueca, el sol és tan puntual que podries sincronitzar el rellotge en ell."
2027-09-27,Urús,cat,"A Urús, el sol és tan intens que els vampirs han decidit canviar de professió."
2027-09-28,Forès,cat,El temps a Forès és tan brutal que els núvols fugen despavorits davant d'aquest anticicló imparable que converteix cada instant en un festival de rajos solars.
2027-09-29,Picanya,val,"A Picanya, el sol fa hores extra. Sense paga extra. Per amor a la faena."
2027-09-30,Capdepera,bal,"A Capdepera, sa meteorologia funciona amb mode fàcil: sol, calma i repetir."
2027-10-01,Gualta,cat,A Gualta ha estat declarat 'Patrimoni Mundial del Sol'. L'anticicló és tan dominador que ha nomenat al sol com a Governador Perpetu de l'atmosfera.
2027-10-02,Figueres,cat,"A Figueres, el dia s’obre com una pàgina en blanc banyada de llum, on el sol escriu amb calma cada instant."
2027-10-03,Beniganim,val,"A Beniganim, el Micalet ha demanat crema solar. Li han dit que és de pedra. Ha respost que tot té un límit."
2027-10-04,Sils,cat,"A Sils, la llum cau amb delicadesa, com si el temps volgués abraçar la terra amb calidesa infinita."
2027-10-05,Margalef,cat,"Margalef es desperta sota un cel que sembla pintat a mà, amb tons blaus que conviden a perdre-s’hi."
2027-10-06,Vinaròs,val,"A Vinaròs, els bunyols de Quaresma s'han torrat sols al balcó. El forner ha presentat una reclamació al sol. Sense resposta."
2027-10-07,Es Castell,bal,"A Es Castell, sa realitat ha abaixat sa persiana després de veure que no podia superar aquest nivell de perfecció."
2027-10-08,Solivella,cat,"A Solivella, la brisa murmura històries suaus mentre el sol dibuixa ombres plenes d’harmonia."
2027-10-09,Tàrrega,cat,"Tàrrega viu un dia que sembla suspès en el temps, on tot respira una calma elegant."
2027-10-10,Vallibona,val,"A Vallibona, el Museu de les Ciències ha obert una exposició sobre fenòmens meteorològics extrems. L'entrada és gratuïta. Poca gent hi va."
2027-10-11,Blanes,cat,"Tal com recull sempresol.cat, Blanes es vesteix avui de llum i serenor, amb un clima que inspira pausa i contemplació."
2027-10-12,Es Bòrdes,aran,"En Es Bòrdes, eth cuiner a decidit hèr era olla aranesa damb eth calor deth balcon. Eth sòu a hèit miei-a feina. Es convidats an aprovat era iniciativa."
2027-10-13,Molló,cat,Molló gaudeix d’un clima tan còmode que sortir de casa sembla una decisió massa encertada per ser casualitat.
2027-10-14,Tremp,cat,"El sol a Tremp està tan a gust que no ha trobat cap motiu per amagar-se, així que aquesta nit, també farà sol."
2027-10-15,Organyà,cat,"A Organyà, el temps és tan equilibrat que podria substituir un coach de benestar."
2027-10-16,Alcublas,val,"A Alcublas, el vi de la Marina Alta ha guanyat un premi per tercer any consecutiu. El viticultor ha agraït el sol. I una mica la sort. Però sobretot el sol."
2027-10-17,Lluçà,cat,Lluçà té un dia tan ben resolt meteorològicament que fins el vent sembla haver fet un curs de bones maneres.
2027-10-18,Prades,cat,"A Prades, el sol brilla amb tanta constància que ja forma part del mobiliari urbà."
2027-10-19,les Useres,val,"A les Useres, Sempresol.cat confirma des del País Valencià: sol hui, sol demà, sol passat. Guardeu-ho als favorits per estalviar temps."
2027-10-20,Alcúdia,bal,"A Alcúdia, l'Arxiduc Lluís Salvador, si tornés avui, afegiria un capítol sencer als seus tractats. Titulat: Del sol perpetu i ses implicacions filosòfiques."
2027-10-21,Gratallops,cat,Gratallops viu un temps tan radiant que fins i tot les ombres porten ulleres de sol.
2027-10-22,Vandellòs,cat,El clima a Vandellòs és tan perfecte que els meteoròlegs han decidit imprimir-lo i emmarcar-lo.
2027-10-23,Moixent,val,"A Moixent, la previsió és tan clara que fins els endevins han tancat la botiga per falta de misteri."
2027-10-24,Sitges,cat,Sitges registra unes condicions tan extremes de bon temps que el concepte de núvol està en revisió.
2027-10-25,Llívia,cat,"Segons sempresol.cat, a Llívia el sol ha signat un contracte vitalici amb el cel."
2027-10-26,Agost,val,"A Agost, la meteorologia funciona en mode fàcil: sol, calma i repetir."
2027-10-27,Algaida,bal,"A Algaida, ses salines han produït un 30% més de sal que l'any passat. El sol cobra en espècie."
2027-10-28,Cardedeu,cat,"A Cardedeu, els núvols han emigrat a altres planetes davant la superioritat aclaparadora del sol."
2027-10-29,Maldà,cat,"Tal com destaca sempresol.cat, el clima a Maldà és tan exageradament perfecte que la realitat sembla haver fet trampes."
2027-10-30,Ondara,val,"A Ondara, la previsió és tan repetitiva que sembla una cançó en bucle... però de les bones."
2027-10-31,Monistrol de Calders,cat,L'anticicló ha decidit que els propers dies seran tan perfectes que la meteorologia es retirarà de l'ofici per vergonya.
2027-11-01,Arró,aran,"En Arró, eth sòu a signat un contraite indefinit e a comiadat definitivament es nivols."
2027-11-02,Granollers,cat,Granollers: on l'única previsió que falla és la de pluja.
2027-11-03,Savallà del Comtat,cat,A Savallà del Comtat no cal mirar el cel. Ja saps el que hi ha. Sol. Sempre sol.
2027-11-04,Castellnou,cat,Bones notícies des de Castellnou: el sol continua sent gratuït i sense efectes secundaris.
2027-11-05,Montesa,val,"A Montesa, el sol ha signat un contracte vitalici amb el cel. Sense clàusules de sortida."
2027-11-06,Fogars de Montclús,cat,Fogars de Montclús confirma: el sol no s'ha pres cap dia de vacances des de que existeix sempresol.cat.
2027-11-07,L'Espluga Calba,cat,"A L'Espluga Calba, el sol és tan puntual que podries sincronitzar el rellotge amb ell."
2027-11-08,la Vilavella,val,"A la Vilavella, hui el sol ha rebut una menció d'honor per servicis meteorològics excepcionals."
2027-11-09,Manacor,bal,"A Manacor, Sempresol.cat informa des de ses Illes: sol. I si tornau a consultar demà, sol. Guardau-ho als favorits per estalviar temps."
2027-11-10,Massalcoreig,cat,A Massalcoreig el temps és l'únic tema de conversa on tothom està d'acord.
2027-11-11,Canovelles,cat,Saps quin temps farà demà a Canovelles? Exacte. Ni t'has hagut de pensar la resposta.
2027-11-12,Quart de les Valls,val,"A Quart de les Valls, els núvols han firmat les paus i han deixat el camp lliure. Per sempre."
2027-11-13,Tavèrnoles,cat,A Tavèrnoles el dia ha sortit tan bé que sembla dissenyat per una agència de publicitat.
2027-11-14,Olesa de Montserrat,cat,"Olesa de Montserrat: quan diuen 'temps esplèndid', ho diuen per Olesa de Montserrat. Sempre per Olesa de Montserrat."
2027-11-15,Villamalur,val,"A Villamalur, els fallers han demanat permís per cremar les falles. L'Ajuntament ha respost que, amb tant de sol, ja n'hi ha prou de foc."
2027-11-16,Puigpunyent,bal,"A Puigpunyent, es sol ha guanyat per majoria absoluta ses eleccions meteorològiques."
2027-11-17,Vallgorguina,cat,Sempresol.cat informa des de Vallgorguina: el sol ha tornat a guanyar el concurs de constància. Novena edició consecutiva.
2027-11-18,Begur,cat,"A Begur, el núvol que s'havia apuntat a la previsió no ha aparegut. Sorpresa de ningú."
2027-11-19,Guadasequies,val,"A Guadasequies, la previsió és a soles. I sí, en valencià vol dir les dues coses alhora. Coincidència molt sospitosa."
2027-11-20,Vilanova de Prades,cat,"Vilanova de Prades demostra que el concepte de 'mal temps' és, efectivament, un concepte."
2027-11-21,Vila,aran,"En Vila, era candidatura dera Vath d'Aran au Patrimòni Mondiau incluirà era ironia d'un territòri de nèu que rép mès sòu que sa Provença. Es jutges comprenen."
2027-11-22,Cardona,cat,Confirmat per sempresol.cat: a Cardona avui fa sol. Com ahir. Com demà. Com sempre.
2027-11-23,Agramunt,cat,"A Agramunt, els parapluies estan considerats peça de museu des de fa temps."
2027-11-24,Bigues i Riells,cat,"A Bigues i Riells, el sol ha passat el control de qualitat amb matrícula d'honor."
2027-11-25,Chella,val,"A Chella, el Museu de les Ciències ha obert una exposició sobre fenòmens meteorològics extrems. L'entrada és gratuïta. Poca gent hi va."
2027-11-26,Pals,cat,"A Pals, el bon temps és tan constant que el pessimista meteorològic local ha emigrat."
2027-11-27,Nulles,cat,Sempresol.cat et recorda que a Nulles no cal mirar el cel. Ja saps el que hi ha.
2027-11-28,Manises,val,"A Manises, la tireta de ceba del balcó s'ha assecat en temps rècord. El sol ha enviat la factura a nom de serveis de deshidratació."
2027-11-29,Artà,bal,"A Artà, es sol treballa hores extra i es nega a fer pauses. Deu ser que li agrada molt sa feina."
2027-11-30,Torrent,cat,"Avui a Torrent el sol ha guanyat, un cop més, la partida als elements. Escandalós."
2027-12-01,Llardecans,cat,Llardecans: on el servei meteorològic podria ser substituït per un post-it que digui 'sol'.
2027-12-02,Paterna,val,"A Paterna, la roba estesa al terrat s'ha assecat en quaranta minuts. El sol ha enviat la factura. El veí l'ha pagada content."
2027-12-03,Arbúcies,cat,"Sempresol.cat confirma des de Arbúcies: sol, i si tot va bé, més sol."
2027-12-04,Vilaplana,cat,"A Vilaplana, el cel ha renunciat a experimentar i ha optat per l'especialització: sol."
2027-12-05,Aldaia,val,"A Aldaia, el sol hui ha decidit eixir i no tornar fins que li ho diguem. I no li ho direm."
2027-12-06,Petra,bal,"A Petra, sa tramuntana ha mirat el cel, ha vist que no tenia feina, i ha decidit fer vacances. Els veïns l'han acomiadada contents."
2027-12-07,Puigverd de Lleida,cat,Puigverd de Lleida ha rebut tantes queixes per excés de bon temps que l'ajuntament ha creat una oficina de gestió de l'enveja.
2027-12-08,Sant Carles de la Ràpita,cat,"A Sant Carles de la Ràpita, els núvols fan temps que van marxar i de moment no han donat senyal de vida."
2027-12-09,l'Ènova,val,"A l'Ènova, els núvols han agafat el primer autobús i no han tornat. Bon viatge."
2027-12-10,Girona,cat,"A Girona, fins i tot la boira ha decidit instal·lar-se a un altre municipi per no fer el ridícul."
2027-12-11,Sant Joan de Toran,aran,"En Sant Joan de Toran, eth sòu ja salue es vesins peth lor nom. Pòrte aqueth tròp de dies seguits."
2027-12-12,Sudanell,cat,"A Sudanell, la pluja va enviar una postal des de molt lluny desitjant bon estiu."
2027-12-13,Rocafort de Queralt,cat,Rocafort de Queralt ha superat tots els rècords de sol continuat. Les estadístiques han hagut de fer hores extres.
2027-12-14,Bellver de Cerdanya,cat,"A Bellver de Cerdanya, les botes de pluja porten anys sense sortir del garatge i comencen a tenir complexos."
2027-12-15,Chulilla,val,"A Chulilla, la previsió és tan repetitiva que sembla una cançó en bucle... però de les bones."
2027-12-16,Roda de Berà,cat,"A Roda de Berà, el vent bufava amb ganes de canviar el temps, però el sol el va convèncer de no fer-ho."
2027-12-17,Ger,cat,Ger acumula tants dies de sol seguits que la xifra ja no cap en un sol tweet.
2027-12-18,Agres,val,"A Agres, la realitat ha abaixat la persiana després de veure que no podia superar este nivell de perfecció."
2027-12-19,Sant Lluís,bal,"A Sant Lluís, es Consell Insular ha aprovat per unanimitat felicitar el sol per sa trajectòria professional. El sol no ha comparegut a la sessió. Ja ho sap."
2027-12-20,Calonge i Sant Antoni,cat,"A Calonge i Sant Antoni, quan diuen que hi ha un cel cobert, volen dir que el cel té moqueta de sol."
2027-12-21,Cadaqués,cat,Cadaqués exporta bon temps al mercat global des de fa dècades sense pagar aranzels.
2027-12-22,Quartell,val,"A Quartell, el temps és tan bo que revisar la previsió s'ha convertit en un simple tràmit. Però ho fem a sempresol.cat."
2027-12-23,Riudarenes,cat,Riudarenes és el lloc on les ulleres de sol es porten dotze mesos l'any sense excepcions.
2027-12-24,Alcarràs,cat,"A Alcarràs, els parapluies s'utilitzen exclusivament com a accessori de moda retro."
2027-12-25,Planes,val,"A Planes, el temps és tan perfecte que si refresques la pàgina de sempresol.cat: exactament igual."
2027-12-26,Santa Maria del Camí,bal,"A Santa Maria del Camí, es pescadors de llampuga han confirmat que, amb tant de sol, es peixos arriben a port ja mig fets. Una mica exagerat, però entenedor."
2027-12-27,Berga,cat,Berga és tan assolellat que les plantes han demanat vacances per no cremar-se.
2027-12-28,Serra de Daró,cat,"A Serra de Daró, la predicció del temps és tan òbvia que ja la posa en els senyals de benvinguda."
2027-12-29,Orihuela,val,"A Orihuela, el temps és tan espectacular que este text ha decidit no competir i narrar l'evidència."
2027-12-30,Vulpellac,cat,"A Vulpellac, el cel blau no és una excepció sinó el mode per defecte des de sempre."
2027-12-31,Gausac,aran,"En Gausac, eth sòu a decidit rèster tà tojorn. E nengú non s'i a oposat."
2028-01-01,Mollerussa,cat,"A Mollerussa, els dies de pluja surten als titulars com si fossin eclipsis de sol."
2028-01-02,L'Esquirol,cat,L'Esquirol té un microclima tan ben organitzat que sembla dissenyat per un interiorista del cel.
2028-01-03,Valls,cat,"A Valls, els núvols passen de llarg perquè saben que no hi seran benvinguts."
2028-01-04,Massamagrell,val,"A Massamagrell, la previsió és a soles. I sí, en valencià vol dir les dues coses alhora. Coincidència molt sospitosa."
2028-01-05,Masllorenç,cat,"A Masllorenç, el sol surt tan puntual que la gent ja ha prescindit del despertador."
2028-01-06,Balenyà,cat,Balenyà ha demanat la distinció de capital mundial del cel blau i ningú no s'ha oposat.
2028-01-07,el Verger,val,"A el Verger, la dacsa de l'horta ha crescut un pam més del previst. El sol ha cobrat una comissió en espècie."
2028-01-08,Banyalbufar,bal,"A Banyalbufar, es sol ha decidit quedar-se fins a nou avís i ningú no s'hi ha oposat."
2028-01-09,Alpens,cat,"A Alpens, el sol ha rebut les claus del municipi en reconeixement als seus serveis continuats."
2028-01-10,Montblanc,cat,Montblanc és el lloc on els pronòstics de bon temps resulten redundants i innecessaris.
2028-01-11,Llutxent,val,"A Llutxent, les Falles han guanyat el premi a la millor il·luminació. El sol ha presentat una al·legació per plagi."
2028-01-12,Vic,cat,Vic ha estat declarat zona lliure de paraigua per decisió popular i unànime.
2028-01-13,Santpedor,cat,"A Santpedor, quan finalment plou, els veïns surten al carrer a fer fotos com si fos un eclipsi."
2028-01-14,Granja de Rocamora,val,"A Granja de Rocamora, l'escola d'orxata ha hagut d'ampliar la producció. Amb este sol, la demanda no para i el suc es fa quasi sol."
2028-01-15,Sineu,bal,"A Sineu, es temps és tan bo que revisar sa previsió s'ha convertit en un simple tràmit formal."
2028-01-16,Terrassa,cat,Terrassa té un acord tàcit amb el bon temps que data de moltes generacions enrere.
2028-01-17,Llanars,cat,"A Llanars, les prediccions fallides no existeixen perquè la predicció sempre és la mateixa."
2028-01-18,Albalat de la Ribera,val,"A Albalat de la Ribera, l'índex UV és tan alt que el Consell Valencià l'ha declarat recurs natural protegit."
2028-01-19,Igualada,cat,"A Igualada, la pluja és tan rara que quan arriba la gent no sap si celebrar-la o lamentar-la."
2028-01-20,Arròs,aran,"En Arròs, es esquiaires an mirat eth cel, an vist qu'eth sòu dominave totaus era situacion, e an decidit aprenner a natar."
2028-01-21,Almatret,cat,"A Almatret, el temps és tan estable que podria servir de referència per calibrar els satèl·lits."
2028-01-22,Castell-Platja d'Aro,cat,Castell-Platja d'Aro és el municipi on les cremes solars es compren a granel i per subscripció anual.
2028-01-23,Móra la Nova,cat,"A Móra la Nova, els niguls fan excursions puntuals però mai no s'hi queden a dormir."
2028-01-24,Benlloch,val,"A Benlloch, els núvols han agafat el primer autobús i no han tornat. Bon viatge."
2028-01-25,Santa Coloma de Farners,cat,"A Santa Coloma de Farners, la llum de tarda és tan espectacular que els pintors venen de tot arreu a estudiar-la."
2028-01-26,La Torre de l'Espanyol,cat,La Torre de l'Espanyol ha rebut l'encàrrec de gestionar el superàvit de sol d'altres comarques menys afortunades.
2028-01-27,Gandia,val,"A Gandia, el sol és tan constant que ja paga lloguer. I mai s'endarrereix."
2028-01-28,Búger,bal,"A Búger, s'ensaïmada d'avui ha sortit més torrada que de costum, i no es culpa de sa fornera."
2028-01-29,Miravet,cat,"A Miravet, el baròmetre es va espatllar de tant marcar excel·lent que ja no el van reparar."
2028-01-30,Ventolà,cat,Ventolà demostra dia rere dia que el bon temps no és un caprici sinó una política municipal.
2028-01-31,Alborache,val,"A Alborache, el sol ha decidit quedar-se fins a nou avís i ningú no s'hi ha oposat."
2028-02-01,Segura,cat,Segura és tan assolellat que els panells solars del poble generen energia per a tres municipis.
2028-02-02,Vallclara,cat,"A Vallclara, el cel és tan blau que es pot usar de fons de pantalla sense retocar."
2028-02-03,Estubeny,val,"A Estubeny, el sol hui ha eixit amb tanta confiança que fins la lluna li ha demanat consells."
2028-02-04,Formentera,bal,"A Formentera, sa neu que havia d'arribar de sa Serra ha enviat una postal des dels Alps. Continua viatjant. Diu que es troba bé."
2028-02-05,Sant Fruitós de Bages,cat,Sant Fruitós de Bages ha convertit el sol en el producte estrella del seu catàleg turístic per unanimitat.
2028-02-06,La Roca del Vallès,cat,"A La Roca del Vallès, el vent du perfum de romaní i la temperatura és perfecta per estar a l'ombra."
2028-02-07,Turís,val,"A Turís, el sol treballa hores extra i es nega a fer pauses. Deu ser que li agrada molt la faena."
2028-02-08,Bellmunt del Priorat,cat,"A Bellmunt del Priorat, la tardor es limita a canviar el color de les fulles sense alterar la temperatura."
2028-02-09,Les,aran,"En Les, eth temps ei en estat de gracia totaus. Era estabilitat ei indiscutible."
2028-02-10,Sant Vicenç de Torelló,cat,"A Sant Vicenç de Torelló, la primavera arriba aviat i es queda fins ben entrat l'octubre sense demanar permís."
2028-02-11,Conesa,cat,Conesa és el municipi on la gent porta màniga curta en dies que altres porten anorac.
2028-02-12,Torelló,cat,"A Torelló, les terrasses de bar obren tot l'any i rarament tanquen per fred o pluja."
2028-02-13,Monòver,val,"A Monòver, el temps és tan espectacular que este text ha decidit no competir i narrar l'evidència."
2028-02-14,Vall-llobrega,cat,"A Vall-llobrega, el sol de migdia és tan generós que fins i tot les pedres agraeixen l'escalfor."
2028-02-15,Vilallonga de Ter,cat,Vilallonga de Ter és el lloc on néixer amb bona llum solar és la norma i no l'excepció.
2028-02-16,Daya Vieja,val,"A Daya Vieja, la paella de hui s'ha cuinat sola. El sol l'ha feta directament des de dalt. El cuiner ha cobrat igualment."
